id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
3781,HARBORSIDE-Walk to subway,4804,Frank,,East Boston,42.36524120736776,-71.02936148859783,Entire home/apt,125,30,14,2018-07-02,0.37,2,90
5506,**$125 Special **   Private! Minutes to center!,8229,Terry,,Roxbury,42.32980850423623,-71.09559469348262,Entire home/apt,145,3,68,2018-08-01,0.59,6,307
6695,$125 Special!! Home Away! Condo,8229,Terry,,Roxbury,42.329940605699676,-71.093505106791,Entire home/apt,169,3,72,2018-08-14,0.65,6,309
6976,Mexican Folk Art Haven in Boston Residential Area,16701,Phil,,Roslindale,42.2924378866568,-71.13576525374667,Private room,65,3,68,2018-07-31,0.62,1,164
8789,Curved Glass Studio/1bd facing Park,26988,Anne,,Downtown,42.35918691518732,-71.06265110707376,Entire home/apt,99,14,16,2018-06-24,0.33,10,318
8792,Large 1 Bed facing State House,26988,Anne,,Downtown,42.35849698264322,-71.06201144020237,Entire home/apt,154,20,23,2018-07-23,0.21,10,270
8865,Walk to Medical Area - room,26988,Anne,,Mission Hill,42.329355704629755,-71.10009110466451,Private room,100,14,13,2018-08-04,0.12,10,197
9273,"Stay at ""HARBORVIEW"" Walk to subway",4804,Frank,,East Boston,42.364608041638235,-71.02902055720352,Entire home/apt,225,7,14,2016-10-23,0.15,2,228
10758,Budget Single - share bath,38440,The Farrington Inn,,Allston,42.35344916645469,-71.13179683452269,Private room,115,1,2,2015-10-03,0.04,4,0
10807,Budget Double - share bath ,38440,The Farrington Inn,,Allston,42.35412285944836,-71.1304857316918,Private room,80,1,1,2014-10-13,0.02,4,0
10809,Private Room with 2 Beds share Bath,38440,The Farrington Inn,,Allston,42.35478799360237,-71.13208846148751,Private room,100,1,14,2016-08-15,0.27,4,0
10810,Two Bedroom Apartment,38440,The Farrington Inn,,Allston,42.35335918308216,-71.13034354292151,Entire home/apt,250,4,0,,,4,0
10811,Back Bay Studio on Marlborough St-,38997,Michelle,,Back Bay,42.34972969320107,-71.0879236417328,Entire home/apt,189,1,5,2017-04-08,0.16,7,321
10813,Back Bay Apt Studio Apt,38997,Michelle,,Back Bay,42.34961258120306,-71.08903821762654,Entire home/apt,189,3,1,2016-05-23,0.04,7,358
10986,Waterfront Furnished Apt ,38997,Michelle,,North End,42.36351987255669,-71.05075391788681,Entire home/apt,99,5,2,2016-05-23,0.07,7,353
12356,"Renovated, State House View",26988,Anne,,Beacon Hill,42.35898848993431,-71.06324696239577,Entire home/apt,145,14,9,2016-08-13,0.20,10,201
12441,"[1300] 3BR, Multi-Level, Penthouse in Back Bay",25188,Seamless,,Back Bay,42.353841594317565,-71.07268038023031,Entire home/apt,414,2,41,2018-06-08,0.41,20,144
13589,"[1426-1] Newly Renovated 3 BR, Bi-Level-Back Bay",25188,Seamless,,Back Bay,42.35526319928581,-71.07279310137645,Entire home/apt,389,3,61,2017-09-30,0.60,20,235
18711,The Dorset | 3BR 1BA | 1st Floor,71783,Lance,,Dorchester,42.323285711989264,-71.06210286717582,Entire home/apt,126,2,39,2018-08-02,0.39,25,58
22354,COPLEY SQ...19TH C.TWNHSE SUNNY RM,85770,Robert,,South End,42.34495654198742,-71.07485746185634,Private room,148,1,280,2018-08-09,3.26,5,59
23946,"Furnished Studio near Longwood Medical, Brookline",93112,Henry And Lisa,,Mission Hill,42.33276102336219,-71.11508416936827,Entire home/apt,175,30,16,2018-07-31,0.19,2,247
24240,The Golden Slipper,97821,Gretchen,,North End,42.36366047776044,-71.05023194381583,Entire home/apt,270,1,71,2018-07-12,0.74,1,135
27546,L'Auberge Espagnole  /room H,119019,Hermina,,Dorchester,42.29834949192866,-71.05910373438712,Private room,55,1,225,2018-08-07,2.24,10,234
27611,One Bedroom Studio Garden Apartment,119381,Gordon And Alexandra,,Jamaica Plain,42.315565116572934,-71.11482700886869,Entire home/apt,185,3,14,2018-07-23,0.27,1,343
29765,"Luxury suite, Moroccan furnishings",128280,Elizabeth,,Charlestown,42.37833821738547,-71.06662682158364,Entire home/apt,221,2,92,2017-09-03,0.92,3,181
31796,Big room with two bed/Room A,119019,Hermina,,Dorchester,42.299773412938755,-71.0604758082839,Private room,43,1,390,2018-07-29,3.92,10,333
36885,A Cozy Corner of Boston,159160,Deborah,,Fenway,42.3463347597641,-71.08832312205183,Entire home/apt,165,4,141,2018-08-07,1.43,1,1
40601,Private room & bath - Jamaica Plain,174986,Robert,,Jamaica Plain,42.31509938985096,-71.11107897137123,Private room,95,4,71,2018-08-11,0.73,1,260
44205,Elegance at Salem Street Court,128280,Elizabeth,,Charlestown,42.376551110585275,-71.06676905680453,Entire home/apt,184,2,79,2018-04-17,0.82,3,177
45987,Gorgeous Garden Studio Charlestown,205107,Atef,,Charlestown,42.3740433333595,-71.0611766737255,Entire home/apt,100,3,103,2017-05-30,1.06,1,365
47521,Beautiful Victorian House /C,119019,Hermina,,Dorchester,42.297719717380254,-71.0592404613887,Private room,50,1,307,2018-08-15,3.17,10,343
47725,[1356-S] Half-Block to Pru Center,25188,Seamless,,Back Bay,42.34594763852984,-71.08194281965525,Entire home/apt,279,2,0,,,20,84
50032,Amazing Design & Detail Throughout!,228845,Jeremy,,Jamaica Plain,42.31591115539129,-71.11275691200883,Entire home/apt,700,3,18,2017-12-09,0.22,2,291
57156,3 Room Cottage in Boston,271947,Bill,,Dorchester,42.31004204312099,-71.04941830401073,Entire home/apt,105,5,39,2018-08-16,0.44,1,231
60029,Room in geographical heart of Hub,255183,Michelle,,Roxbury,42.325841851882,-71.08926850105509,Private room,70,2,126,2018-08-06,1.36,5,41
60356,Bookcase 1bd facing Boston Common,26988,Anne,,Downtown,42.35711748262145,-71.06179965761459,Entire home/apt,175,7,12,2018-06-20,0.21,10,312
67774,Corner 1 bed facing Golden Dome,26988,Anne,,Beacon Hill,42.35866925366806,-71.06331526509506,Entire home/apt,110,14,38,2018-07-09,0.54,10,269
69369,Room in Boston off the beaten path,255183,Michelle,,Roxbury,42.326142212195286,-71.0884044797577,Private room,78,2,95,2018-05-28,1.08,5,341
76073,A large beautiful house in Boston,405376,Randi,,Brighton,42.352724933744454,-71.16881965750625,Entire home/apt,450,2,63,2017-10-22,0.71,2,219
77681,Waterfall Room: Bunker Hill B&B,416912,Christiane,,Charlestown,42.37853324504035,-71.06176887037248,Private room,140,2,32,2018-08-05,0.38,2,356
77691,Beautiful Victorian House /Room B,119019,Hermina,,Dorchester,42.29770901,-71.05979096181578,Private room,65,1,267,2018-08-02,2.94,10,340
82637,Nautical Room: Bunker Hill B&B,416912,Christiane,,Charlestown,42.37833379967386,-71.06181846257596,Private room,175,2,21,2017-07-16,0.25,2,365
91588,Sunny Private Bedroom. 7 minute walk to Redline T.,494453,Dave,,Dorchester,42.31357973181839,-71.04696815124996,Private room,68,1,97,2018-08-05,1.10,1,294
95453,Royal Street Studio: by Spare Suite,508268,Richard,,Allston,42.35937207684766,-71.13155989406006,Entire home/apt,175,5,28,2018-08-02,0.31,1,343
115936,"Sunny, Spacious and Affordable",228845,Jeremy,,Jamaica Plain,42.3155761411289,-71.1130574529959,Entire home/apt,550,3,13,2018-07-20,0.17,2,88
118905,Lotus (Luxury apartment),434539,Brahma,,East Boston,42.37932676415325,-71.03376093729794,Entire home/apt,325,7,23,2018-03-29,0.27,2,228
143842,Beautiful Apt in Heart of Boston,697401,Nick,,Brighton,42.34466193734135,-71.15876763776456,Private room,180,1,20,2012-07-28,0.23,3,0
160572,Single Family Home,766862,Nicole,,South Boston,42.33324331178137,-71.04199974359747,Entire home/apt,495,3,6,2018-03-13,0.08,1,30
163941,$125* SPECIAL* 2 bed ApT! Location!,8229,Terry,,Roxbury,42.32964653698351,-71.09502741816267,Entire home/apt,225,3,190,2018-08-03,2.23,6,224
169430,Stylish + Comfortable Urban Victorian,807320,Kate,,Roxbury,42.321581648142576,-71.09047217750756,Entire home/apt,200,2,128,2018-07-22,1.50,1,2
169938,Gorgeous Boston Loft Style Condo!,809859,Lisa,,Jamaica Plain,42.313791962580474,-71.10338741157318,Entire home/apt,174,3,0,,,1,101
170715,Classic Back Bay Marlborough |1BR 1BA #3,814298,Brent,,Back Bay,42.35178287367133,-71.08456949050125,Entire home/apt,200,2,35,2018-07-25,0.42,44,20
177129,Comfort in Historic Melville Park 1,847253,Susan,,Dorchester,42.29342799337781,-71.06773095505628,Private room,59,2,160,2018-08-14,1.89,3,337
179244,Room in Beautiful Townhouse /G,119019,Hermina,,Dorchester,42.29780454877129,-71.05892760838888,Private room,75,1,91,2018-08-03,1.08,10,231
179245,Room in Beautiful Townhouse /F,119019,Hermina,,Dorchester,42.29915433110693,-71.05878564109082,Private room,65,1,38,2018-07-14,0.45,10,232
182049,Herbivorian House SkyRama ,434539,Brahma,,East Boston,42.37979971680247,-71.0332513579009,Entire home/apt,300,5,37,2017-10-31,0.43,2,193
182613,Entire 2 BR! Clean condo 3 beds Charlestown Boston,875739,Max,,Charlestown,42.377387032265055,-71.06043519614649,Entire home/apt,169,6,96,2018-08-09,1.12,1,19
190170,In-Law Suite w/Room to Spare :-),841314,Fanny & Candice,,Dorchester,42.31039471069863,-71.06907432515601,Entire home/apt,55,7,56,2018-07-23,0.66,1,266
196806,"Comfy couch, Centrally located",958639,Larry,,Fenway,42.344523732167985,-71.08683719659065,Shared room,79,3,65,2018-06-28,0.76,1,287
197727,Wonderful  Boston neighborhood Jamaica Plain,964356,Jill,,Jamaica Plain,42.3131970326139,-71.1183236209181,Private room,85,2,34,2018-08-11,0.40,1,111
197972,Perfect Location--Super Studio!,965697,Chris & Kristina,,Jamaica Plain,42.317321347129315,-71.1083382470032,Entire home/apt,90,2,337,2018-08-05,4.05,2,310
200265,Comfort in Historic Melville Park 2,847253,Susan,,Dorchester,42.29362567996863,-71.06652076227765,Private room,69,2,165,2018-07-24,1.97,3,314
205894,Beautiful Victorian House/Room D,119019,Hermina,,Dorchester,42.298490908055584,-71.05880244016217,Private room,55,1,184,2018-08-09,2.17,10,355
210097,Treetop Haven in the City,1035747,Maria Elena,,Jamaica Plain,42.318635400684855,-71.1064062759693,Entire home/apt,100,3,150,2018-08-04,1.78,1,248
211921,Boston Loft: 7 Skylights!,1092168,Meg,,Roslindale,42.281428775551895,-71.12576419618557,Entire home/apt,300,45,68,2015-06-15,0.82,1,289
217498,"Private bedroom, bath and lounge.",1123263,Deepti & Michael,,Brighton,42.352572976732944,-71.15056520109587,Private room,99,3,159,2018-08-01,1.92,1,290
220676,Private room off the Freedom Trail.,1144302,Howard,,North End,42.36539015346572,-71.05438197261003,Private room,95,2,190,2018-08-13,2.27,1,71
225224,4th floor office room,85770,Robert,,South End,42.34642847317033,-71.07502990080344,Private room,99,1,280,2018-08-09,3.36,5,68
225834,Skyline View to Boston,1176995,Duane,,Roslindale,42.28052812623618,-71.13084254103526,Private room,65,1,53,2018-06-25,0.63,2,266
225979,Cozy Room & Fresh Roasted Coffee,1176995,Duane,,Roslindale,42.2814520694321,-71.12925004404066,Private room,55,2,95,2018-08-05,1.13,2,267
228883,[1330-2CD] Deluxe 2 Bedroom in The Fenway,25188,Seamless,,Fenway,42.34362397838654,-71.09792813561556,Entire home/apt,569,3,4,2013-08-06,0.06,20,89
232990,Comfort in Historic Melville Park 3,847253,Susan,,Dorchester,42.294804773108794,-71.0681388398284,Private room,69,2,64,2017-10-23,0.75,3,321
257588,BOSTON LUXURY FOR LESS!!! NEAR BCEC,1355344,Meri,,South Boston,42.33066372457114,-71.03984208025666,Entire home/apt,200,1,241,2018-08-07,3.26,1,298
276450,19th Century Luxury | South End | 1BR 1BA #3,1444340,Will,,Roxbury,42.33814027315353,-71.08000805615907,Entire home/apt,167,2,77,2018-07-29,1.01,30,182
295285,"Single Bedroom, Quiet Neighborhood",1271326,Tom,,West Roxbury,42.28719370532695,-71.1681597440516,Private room,80,1,24,2017-08-18,0.38,1,321
307571,Beacon Hill Floorthrough Brownstone,26988,Anne,,Beacon Hill,42.3588141376562,-71.06547230731253,Entire home/apt,150,30,17,2018-07-30,0.69,10,228
311240,"Upscale Back Bay Studio, River Views",1600541,Marina,,Back Bay,42.35262416707966,-71.08051383620193,Entire home/apt,150,2,163,2018-07-27,2.06,1,158
315982,Beautiful Two BR & Two Bathroom Townhouse,119019,Hermina,,Dorchester,42.299289844425694,-71.05996995396156,Entire home/apt,196,1,102,2018-06-11,1.30,10,232
318050,So End Rm by Prudential & Back Bay,1632478,Thiago & Niles,,South End,42.33979629318694,-71.07853429802778,Private room,99,2,255,2018-07-28,3.23,1,69
322593,Garden Studio in South End Townhouse,1651480,Edward,,South End,42.34348781143775,-71.07680165158366,Entire home/apt,197,3,331,2018-08-11,5.04,5,57
332225,"Beautiful house w/ Hot Tub, Parking & Yard!",1693497,Ken,,Jamaica Plain,42.29128816246878,-71.11396006312367,Entire home/apt,149,2,46,2017-08-20,0.65,1,0
336946,"Sweet, Solar, Garden Apartment",1713739,Andrée,,Jamaica Plain,42.28825811306717,-71.11306691796358,Entire home/apt,145,3,171,2018-08-02,3.25,1,350
349347,Experience Past|Enjoy Present|South End Studio #2,1444340,Will,,Roxbury,42.33823990254319,-71.08171734317412,Entire home/apt,167,2,79,2018-06-21,1.04,30,52
349409,Family Home in Great Area,1770277,Genevieve,,Jamaica Plain,42.324425810711006,-71.10651505467933,Entire home/apt,250,5,5,2015-08-24,0.07,1,0
369880,North End Boston Studio Condo,1683708,Carlos And Cheryl,,North End,42.366090141169195,-71.0525546517861,Entire home/apt,155,5,33,2018-07-31,0.69,2,17
369940,North End 2 Bedroom Boston Condo-near FreedomTrail,1683708,Carlos And Cheryl,,North End,42.36518961163914,-71.05536089324785,Entire home/apt,199,5,27,2018-05-25,0.42,2,42
370390,Your Room - 10 Min T Ride To Boston Center,1866924,David,,Charlestown,42.38184181785449,-71.08115521286147,Private room,45,30,122,2018-08-05,1.56,2,292
377474,Beautiful Victorian House,119019,Hermina,,Dorchester,42.29838951876524,-71.05931164774684,Entire home/apt,495,1,21,2017-05-27,0.29,10,237
381187,Urban home in best JP location w AC,1912147,Pamela,,Jamaica Plain,42.31417398640222,-71.11541470426444,Entire home/apt,375,3,12,2015-10-04,0.16,1,0
394462,Your Pad - 10 Min T Ride To Boston Center,1866924,David,,Charlestown,42.38195956495881,-71.0815398547381,Private room,49,30,53,2018-04-10,0.69,2,252
395975,"Steps to Beach, Bars and Downtown!",1931881,Mike,,South Boston,42.33648931950199,-71.02885077838845,Private room,88,1,24,2018-08-12,0.49,1,233
400067,Private Room in Spacious Apartment1,1997048,ToRena,,Dorchester,42.30088320910919,-71.08189710640713,Private room,61,3,21,2017-04-18,0.33,5,329
414419,Back Bay! Best Location in Boston!,2027295,Ravi,,Back Bay,42.3538695963596,-71.07972258052565,Entire home/apt,75,2,476,2018-08-05,6.19,1,304
431434,Boston Brownstone (South Boston),980059,Ben,,South Boston,42.33533123772806,-71.05167956043387,Entire home/apt,200,2,7,2014-06-13,0.09,1,43
441014,Beacon Hill Marathon Finish Line walking distance!,2114859,Sophia,,Beacon Hill,42.36014654713372,-71.06858797476997,Entire home/apt,195,5,12,2015-05-31,0.24,1,80
442735,Top of the South End Brownstone,1592221,Sarah,,South End,42.34362090082919,-71.067992576338,Entire home/apt,250,2,54,2018-08-12,0.71,1,77
447826,"Sweet Little House in JP, Boston",2053557,Hilary,,Jamaica Plain,42.31713375085383,-71.10965966211438,Private room,71,3,261,2018-08-12,3.48,1,132
460982,Big Studio near Longwood Medical area,93112,Henry And Lisa,,Mission Hill,42.33073237914117,-71.11567035842104,Entire home/apt,175,30,3,2017-07-31,0.08,2,247
472070,Penthouse|Beautiful Terrace|Marlborough| 2 BR 1BA,814298,Brent,,Back Bay,42.35147091712026,-71.08320443523486,Entire home/apt,150,2,45,2018-07-30,1.55,44,42
475254,Spectacular Boston Townhouse in Heart of Boston,2355815,Francine,,Bay Village,42.3484557168945,-71.06810028933633,Entire home/apt,500,5,9,2018-04-17,0.38,1,171
475988,Private 1 bedroom apt near parks and T in JP!,2359572,Kelly,,Jamaica Plain,42.30439627966345,-71.11442053542154,Entire home/apt,79,1,11,2018-08-10,1.13,1,8
496022,"Private Floor, Private Bath, City Location",1956464,Maria,,Jamaica Plain,42.30920004254448,-71.11836465855009,Private room,200,2,16,2016-06-26,0.27,1,0
497810,"SUMMER SALE LOCATION, LOCATION, 3BDR DWNTWN",2329611,Jon,,Downtown,42.354392975346144,-71.06009357094518,Entire home/apt,299,1,267,2018-07-31,5.33,1,46
511992,RiverView Luxury Apt Top Amenities,723220,Helena,,Downtown,42.355636261028316,-71.05826822156493,Entire home/apt,450,30,0,,,1,359
519272,"Cozy Room + Private Bath, JP Boston",2444900,David,,Jamaica Plain,42.305107628365654,-71.10643297141229,Private room,62,3,9,2016-05-31,0.17,1,0
526970,BACK BAY/COPLEY FIRST FLOOR ROOM,85770,Robert,,South End,42.34522988307238,-71.07282284007427,Private room,148,2,149,2018-07-14,1.98,5,76
530983,The Grand View | 5BR 2BA | Victorian Home,71783,Lance,,Dorchester,42.31418505456127,-71.06000714910215,Entire home/apt,175,2,53,2018-07-16,0.75,25,62
531552,The Shawmut | 2BR 1BA | 1st Floor,71783,Lance,,Dorchester,42.289813120382924,-71.059004563947,Entire home/apt,125,2,23,2018-07-30,0.31,25,0
533114,The Sawyer | 2BR 2.5BA | 1st Floor,71783,Lance,,Dorchester,42.31167121627835,-71.06168214898854,Entire home/apt,168,2,36,2018-06-20,0.50,25,12
533152,The Penthouse | 2BR 1BA | 4th Floor,71783,Lance,,Dorchester,42.321889409331035,-71.0618292667287,Entire home/apt,125,2,45,2018-06-24,0.85,25,78
536865,COZY 2 BEDROOM IN GREATER BOSTON,2618808,Curtis,,Dorchester,42.310863883215255,-71.06815043883488,Entire home/apt,115,2,258,2018-08-01,3.48,2,301
543078,[1716-2] Brand New 2BR -Back Bay,25188,Seamless,,Back Bay,42.345262249888926,-71.08078929797506,Entire home/apt,379,3,6,2016-05-16,0.17,20,358
554720,Boston Charm - Condo,2727109,Tom,,Jamaica Plain,42.3185688067565,-71.11415408323548,Entire home/apt,240,3,159,2018-08-06,2.22,1,237
561769,The Sky View | 3BR 1BA | 3rd Floor,71783,Lance,,Dorchester,42.3132399388275,-71.06241647334659,Entire home/apt,142,2,32,2018-07-29,0.44,25,63
568234,City's Hippest Location/Two Bedrooms/Parking,2796082,Margaret,,Jamaica Plain,42.30334665895726,-71.1049737158891,Private room,110,1,213,2018-07-31,2.87,2,316
570493,"2 Bedrms, 2 Priv Bath&Priv Entrance",914630,Bill,,Dorchester,42.28846783361416,-71.05477404713753,Private room,150,3,84,2018-07-30,1.39,1,81
579605,The Mayhew | 2BR 1BA | 3rd Floor,71783,Lance,,Dorchester,42.32280313962162,-71.06184460563564,Entire home/apt,125,2,36,2018-08-01,0.49,25,72
583255,"Boston Beauty, Walk to C and B line",306407,Valery,,Brighton,42.341713252845224,-71.14851195688932,Entire home/apt,149,3,12,2017-07-05,0.17,1,0
594693,Private room in peaceful space,2139546,Robin,,Jamaica Plain,42.307974813109155,-71.11622135298697,Private room,65,2,49,2018-08-06,0.66,1,135
601763,The Alameda 2 | 2BR 1BA | Brookline Area,71783,Lance,,West Roxbury,42.29118076806377,-71.15316226886526,Entire home/apt,125,2,20,2018-06-24,1.20,25,69
611081,Houseboat in Boston Harbor,3029783,Deborah,,East Boston,42.38167016379894,-71.03991829438495,Entire home/apt,325,2,14,2018-08-11,0.60,3,353
619142, Getaway in Historic Charlestown,501427,Joe,,Charlestown,42.378078688488884,-71.06343261367424,Entire home/apt,175,3,142,2018-07-31,1.94,1,127
639101,Quiet Room in Historic South End Brownstone,3189672,Dympna,,South End,42.33838120920071,-71.07496368669906,Private room,175,3,11,2018-07-17,0.46,2,100
639111,Relaxing Room at Historic South End Brownstone,3189672,Dympna,,South End,42.33618514454923,-71.07342145580922,Private room,199,3,9,2018-04-08,0.38,2,148
646087,1 Bed in Charming Southie Townhouse,3236611,Ingrid,,South Boston,42.334774636083,-71.04995357863712,Private room,155,1,4,2018-06-08,0.15,1,165
658029,Trendy Fun Spot|Historic South End |1BR 1BA #1,1444340,Will,,Roxbury,42.339232558534334,-71.08141307165798,Entire home/apt,163,2,93,2018-07-29,1.29,30,28
693353,[1716-1] Brand New 1BR - Back Bay - Near The Pru,25188,Seamless,,Back Bay,42.34686689996466,-71.07899933936598,Entire home/apt,249,2,18,2016-09-25,0.29,20,363
697078,Spacious 1 bed facing State House,26988,Anne,,Beacon Hill,42.358931308258974,-71.06331100414958,Entire home/apt,175,30,14,2018-05-11,0.36,10,290
708802,Boston / Charlestown Apartment,3648427,Gerard  And Marie,,Charlestown,42.377549642397646,-71.06280466738484,Entire home/apt,150,2,300,2018-08-04,4.22,1,291
713627,"Retro Cool Artist's House, Parking",3581975,Rachel,,Jamaica Plain,42.30957367789852,-71.10629240857683,Entire home/apt,135,5,1,2014-10-09,0.02,1,0
732932,Guest Bedroom in Beautiful Jamaica Plain Home,3817361,Alishya,,Jamaica Plain,42.30376309732182,-71.11400262506409,Private room,95,3,22,2017-10-15,0.31,3,244
732999,Lovely home in Jamaica Plain Boston,3817361,Alishya,,Jamaica Plain,42.30455930241627,-71.11364252468704,Entire home/apt,225,3,22,2018-06-24,0.31,3,242
735970,Part of a Large Condo Jamaica Plain,3840038,Sidney,,Jamaica Plain,42.31691221390574,-71.1130254234823,Private room,55,300,3,2015-05-22,0.04,1,0
743211,Unique Find: Private home in City!,2796082,Margaret,,Jamaica Plain,42.3058133625616,-71.11259651201156,Entire home/apt,550,3,59,2018-07-21,0.90,2,316
743759,Cozy Room & Bathroom: No Kitchen,7969,Carolyn,,Roslindale,42.2942383412405,-71.13183344692784,Private room,25,90,4,2016-07-01,0.06,2,138
750438,"A quiet, green oasis in funky JP!",3945438,Lisa,,Jamaica Plain,42.306811532274814,-71.11052442247082,Private room,65,2,160,2018-08-13,2.52,2,319
753446,6 miles away from downtown Boston!,3962517,Sami,,Roslindale,42.28587763920193,-71.12490955692161,Private room,50,2,119,2018-08-10,3.33,1,350
766700,★ Historic & Private 1BR | Walk to Sites & MBTA,3637081,Jason Or Jose,,North End,42.36639330636225,-71.05536891439704,Entire home/apt,125,1,387,2018-07-31,6.10,6,286
777903,A suburban feel in the city,4102281,Monroe,,Jamaica Plain,42.30757425614119,-71.13463036679991,Private room,85,2,31,2018-05-28,0.49,1,351
796435,Urban Victorian-walk the city! Rm 1,3875741,Mekkin,,Roxbury,42.3251358001409,-71.08349007017412,Private room,63,3,16,2015-04-29,0.26,6,0
798957,Spiral Stair Duplex in Quiet South End Townhouse,1651480,Edward,,South End,42.34121342173442,-71.0757105405123,Entire home/apt,327,3,318,2018-08-12,4.94,5,65
799701,Large Sunny Apartment in JP,4210157,Marian,,Jamaica Plain,42.32085835010096,-71.11249877013331,Entire home/apt,300,4,2,2015-04-21,0.03,2,0
801680,*$125 Special!  BOSTONS BEST!!* Minutes to Center*,8229,Terry,,Roxbury,42.32852347771993,-71.09539243911993,Entire home/apt,169,3,35,2018-07-03,0.50,6,122
801722,$99 Special!!  Minutes to Center!  Private Space,8229,Terry,,Roxbury,42.32819243642796,-71.09404877118986,Entire home/apt,149,3,23,2018-07-26,0.33,6,204
815639,►Sophisticated Saucy Studio | Easy T Access!◄,3637081,Jason Or Jose,,North End,42.36758116315518,-71.05611277750177,Entire home/apt,125,1,447,2018-08-02,7.06,6,284
820073,"Modern Loft, 1700 SqFt. Location!",1911807,Chris,,Downtown,42.35628105475238,-71.06140929576179,Entire home/apt,275,2,62,2018-07-15,0.95,2,298
824244,Cozy place in The Heart of Boston,4335656,Ione,,South End,42.34675815220524,-71.07416682165584,Private room,95,5,0,,,1,0
826706,Private Room in Spacious Apartment3,1997048,ToRena,,Dorchester,42.299963956313846,-71.08060444242611,Private room,79,3,7,2015-09-29,0.11,5,169
839265,Private Room in Spacious Apartment2,1997048,ToRena,,Dorchester,42.29822350470986,-71.07621396071184,Private room,49,3,21,2017-08-28,0.31,5,332
848152,2-Bed Loft w/Soaring Ceilings & Parking near the T,1220808,Alisa,,Mission Hill,42.32741024620903,-71.09931468957615,Entire home/apt,299,2,42,2018-06-17,0.63,2,84
849408,"Perfect & Practical Boston Rental (1,000+ sqft)",4434391,Damon,,Roslindale,42.28882028358453,-71.13951010210121,Entire home/apt,239,4,46,2018-07-02,0.82,3,255
851927,"Steps to Hynes, Prudential, & Copley Square!",2204348,Nina,,South End,42.34559448453424,-71.07488059741611,Entire home/apt,150,21,23,2018-08-02,0.70,1,339
891661,GORGEOUS WATER FRT NORTH END STUDIO,4737456,Paolo,,North End,42.36853097239647,-71.05362604937962,Entire home/apt,125,2,305,2018-07-22,4.63,1,245
891953,"Coolest tri level, BEST location by Faneuil Hall",3137257,Local Furnished Rentals,,Downtown,42.36135706276269,-71.05567311398514,Entire home/apt,185,2,54,2018-08-02,1.05,8,311
894539,Private room in house ,4762495,Jennifer,,Roslindale,42.290903928902345,-71.13023771355206,Private room,90,2,51,2018-07-10,0.87,2,230
916123,Historical 1 Bedroom Apt- ''One if by land!'',3637081,Jason Or Jose,,North End,42.36722285530586,-71.05736032911761,Entire home/apt,125,1,439,2018-07-29,6.78,6,272
950046,Spacious Apartment in Jamaica Plain,5153431,Katie And Joe,,Jamaica Plain,42.311852721337,-71.10926318625519,Entire home/apt,250,4,6,2016-08-06,0.10,1,361
951480,[1246-2C]Elegant 2BRs - Fenway Area,25188,Seamless,,Fenway,42.34296742058889,-71.1025138494308,Entire home/apt,519,3,1,2014-02-11,0.02,20,89
957224,Beautiful 3 BR with Great Location,4210157,Marian,,Jamaica Plain,42.318859647590706,-71.11451513447908,Entire home/apt,275,3,77,2017-10-16,1.21,2,0
962610,Convenient Boston Hotel Alternative,4434391,Damon,,West Roxbury,42.29052559198051,-71.14105591088912,Entire home/apt,119,3,65,2018-07-02,1.06,3,198
989163,"Victorian Dream Studio, South End",5430185,Laura,,South End,42.342858049101935,-71.07339304532253,Entire home/apt,170,60,26,2018-06-23,0.43,7,256
990668,Private Room/Bath in South End Penthouse,1651480,Edward,,South End,42.34145741839755,-71.07640609858424,Private room,157,3,184,2018-08-08,2.90,5,49
1009275,Urban Treehouse,868067,Laura,,South Boston,42.33268666863598,-71.04535692112134,Private room,120,2,47,2018-07-30,2.70,2,134
1030500,"Cozy apartment, free parking, quiet neighborhood",5670669,Kelly,,Jamaica Plain,42.29106052288582,-71.11593555432006,Entire home/apt,107,1,19,2018-06-03,0.30,1,116
1038465,HANCOCK TOWER/COPLEY ROOM,85770,Robert,,South End,42.346436512306994,-71.07480755845374,Private room,140,1,218,2018-07-18,3.34,5,64
1042420,"Walk to beach, easy access downtown,Seaport",5715872,Joan And Charlotte,,East Boston,42.38362468405895,-71.02023225706048,Entire home/apt,170,2,82,2018-08-09,1.31,1,349
1055627,Spacious 1 bdrm in Beacon Hill ,4299002,Lauren,,Beacon Hill,42.36075555503486,-71.06399473729985,Entire home/apt,125,2,7,2018-07-21,0.11,2,0
1058448,Private room in Boston,3920014,Patti And Javier,,Jamaica Plain,42.31217590606578,-71.10473243635748,Private room,80,1,20,2018-06-12,0.31,1,194
1067184,Cozy apartment/lovely bedroom on quiet JP street,848706,Phyllis,,Jamaica Plain,42.30633268571335,-71.11902460456068,Entire home/apt,85,3,77,2018-05-19,1.21,2,267
1071235,Cozy JP Studio-Great Location!,965697,Chris & Kristina,,Jamaica Plain,42.317478059700264,-71.10819474341311,Entire home/apt,90,2,267,2018-08-12,4.16,2,283
1074406,Extremely Convenient & Clean Studio,778098,Kenny,,Fenway,42.343521633638204,-71.09613946445492,Entire home/apt,165,4,78,2018-08-04,1.22,2,9
